CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
10724,00:00.0,USD,CNY,8.2868,8.2859,00:00.0
10725,00:00.0,USD,EUR,1.0597,1.0592,00:00.0
10726,00:00.0,USD,GBP,0.6798,0.6788,00:00.0
10727,00:00.0,USD,JPY,125.73,125.717,00:00.0
10728,00:00.0,USD,MXN,9.701,9.694,00:00.0
10729,00:00.0,USD,SAR,3.7507,3.7444,00:00.0
10730,00:00.0,USD,VEB,1176,1175.99,00:00.0
10731,00:00.0,USD,ARS,3.5,3.5005,00:00.0
10732,00:00.0,USD,AUD,1.765,1.7653,00:00.0
10733,00:00.0,USD,BRL,2.708,2.718,00:00.0
10734,00:00.0,USD,CAD,1.5402,1.5403,00:00.0
10735,00:00.0,USD,CNY,8.2868,8.2871,00:00.0
10736,00:00.0,USD,EUR,1.0601,1.0607,00:00.0
10737,00:00.0,USD,GBP,0.679,0.6796,00:00.0
10738,00:00.0,USD,JPY,124.9,124.9539,00:00.0
10739,00:00.0,USD,MXN,9.6731,9.675,00:00.0
10740,00:00.0,USD,SAR,3.7507,3.7566,00:00.0
10741,00:00.0,USD,VEB,1195,1195.01,00:00.0
10742,00:00.0,USD,ARS,3.5,3.4992,00:00.0
10743,00:00.0,USD,AUD,1.7854,1.7853,00:00.0
10744,00:00.0,USD,BRL,2.7925,2.79,00:00.0
10745,00:00.0,USD,CAD,1.5472,1.5424,00:00.0
10746,00:00.0,USD,CNY,8.2868,8.2865,00:00.0
10747,00:00.0,USD,EUR,1.0578,1.0572,00:00.0
10748,00:00.0,USD,GBP,0.6768,0.6763,00:00.0
10749,00:00.0,USD,JPY,124.18,124.17,00:00.0
10750,00:00.0,USD,MXN,9.6712,9.6639,00:00.0
10751,00:00.0,USD,SAR,3.7507,3.741,00:00.0
10752,00:00.0,USD,VEB,1195,1194.95,00:00.0
10753,00:00.0,USD,ARS,3.5,3.5003,00:00.0
10754,00:00.0,USD,AUD,1.7854,1.7856,00:00.0
10755,00:00.0,USD,BRL,2.7925,2.797,00:00.0
10756,00:00.0,USD,CAD,1.5463,1.5481,00:00.0
10757,00:00.0,USD,CNY,8.2868,8.287,00:00.0
10758,00:00.0,USD,EUR,1.0578,1.0579,00:00.0
10759,00:00.0,USD,GBP,0.6771,0.6775,00:00.0
10760,00:00.0,USD,JPY,124.21,124.275,00:00.0
10761,00:00.0,USD,MXN,9.6699,9.672,00:00.0
10762,00:00.0,USD,SAR,3.7507,3.7568,00:00.0
10763,00:00.0,USD,VEB,1195,1195.03,00:00.0
10764,00:00.0,USD,ARS,3.5,3.499,00:00.0
10765,00:00.0,USD,AUD,1.7826,1.7825,00:00.0
10766,00:00.0,USD,BRL,2.7925,2.7829,00:00.0
10767,00:00.0,USD,CAD,1.5463,1.546,00:00.0
10768,00:00.0,USD,CNY,8.2868,8.2863,00:00.0
10769,00:00.0,USD,EUR,1.0583,1.0576,00:00.0
10770,00:00.0,USD,GBP,0.6766,0.6764,00:00.0
10771,00:00.0,USD,JPY,124.22,124.203,00:00.0
10772,00:00.0,USD,MXN,9.6699,9.666,00:00.0
10773,00:00.0,USD,SAR,3.7507,3.7483,00:00.0
10774,00:00.0,USD,VEB,1195,1194.95,00:00.0
10775,00:00.0,USD,ARS,3.56,3.5602,00:00.0
10776,00:00.0,USD,AUD,1.7903,1.7911,00:00.0
10777,00:00.0,USD,BRL,2.652,2.657,00:00.0
10778,00:00.0,USD,CAD,1.5465,1.5471,00:00.0
10779,00:00.0,USD,CNY,8.2873,8.2875,00:00.0
10780,00:00.0,USD,EUR,1.0589,1.0598,00:00.0
10781,00:00.0,USD,GBP,0.6758,0.6767,00:00.0
10782,00:00.0,USD,JPY,124.37,124.418,00:00.0
10783,00:00.0,USD,MXN,9.6241,9.6329,00:00.0
10784,00:00.0,USD,SAR,3.7507,3.7599,00:00.0
10785,00:00.0,USD,VEB,1217,1217.04,00:00.0
10786,00:00.0,USD,ARS,3.53,3.5297,00:00.0
10787,00:00.0,USD,AUD,1.767,1.7665,00:00.0
10788,00:00.0,USD,BRL,2.7149,2.7109,00:00.0
10789,00:00.0,USD,CAD,1.5457,1.5448,00:00.0
10790,00:00.0,USD,CNY,8.2874,8.2873,00:00.0
10791,00:00.0,USD,EUR,1.0506,1.0496,00:00.0
10792,00:00.0,USD,GBP,0.6707,0.6704,00:00.0
10793,00:00.0,USD,JPY,124.41,124.337,00:00.0
10794,00:00.0,USD,MXN,9.6815,9.6769,00:00.0
10795,00:00.0,USD,SAR,3.7507,3.7441,00:00.0
10796,00:00.0,USD,VEB,1221,1220.93,00:00.0
10797,00:00.0,USD,ARS,3.52,3.5203,00:00.0
10798,00:00.0,USD,AUD,1.7696,1.7705,00:00.0
10799,00:00.0,USD,BRL,2.7069,2.713,00:00.0
10800,00:00.0,USD,CAD,1.5407,1.5505,00:00.0
10801,00:00.0,USD,CNY,8.2873,8.2876,00:00.0
10802,00:00.0,USD,EUR,1.0446,1.0449,00:00.0
10803,00:00.0,USD,GBP,0.6706,0.6709,00:00.0
10804,00:00.0,USD,JPY,123.92,123.946,00:00.0
10805,00:00.0,USD,MXN,9.7734,9.7739,00:00.0
10806,00:00.0,USD,SAR,3.7507,3.7553,00:00.0
10807,00:00.0,USD,VEB,1291,1291.0599,00:00.0
10808,00:00.0,USD,ARS,3.6,3.5996,00:00.0
10809,00:00.0,USD,AUD,1.7488,1.7479,00:00.0
10810,00:00.0,USD,BRL,2.7749,2.765,00:00.0
10811,00:00.0,USD,CAD,1.5279,1.5194,00:00.0
10812,00:00.0,USD,CNY,8.2872,8.2865,00:00.0
10813,00:00.0,USD,EUR,1.0367,1.0364,00:00.0
10814,00:00.0,USD,GBP,0.6674,0.6666,00:00.0
10815,00:00.0,USD,JPY,123.52,123.435,00:00.0
10816,00:00.0,USD,MXN,9.9193,9.9179,00:00.0
10817,00:00.0,USD,SAR,3.7509,3.7414,00:00.0
10818,00:00.0,USD,VEB,1301.01,1300.92,00:00.0
10819,00:00.0,USD,ARS,3.6699,3.6701,00:00.0
10820,00:00.0,USD,AUD,1.74,1.7403,00:00.0
10821,00:00.0,USD,BRL,2.831,2.8399,00:00.0
10822,00:00.0,USD,CAD,1.5206,1.5275,00:00.0
10823,00:00.0,USD,CNY,8.2871,8.2879,00:00.0
10824,00:00.0,USD,EUR,1.0299,1.0303,00:00.0
10825,00:00.0,USD,GBP,0.668,0.6686,00:00.0
10826,00:00.0,USD,JPY,121.45,121.4779,00:00.0
10827,00:00.0,USD,MXN,9.9319,9.942,00:00.0
10828,00:00.0,USD,SAR,3.7509,3.7561,00:00.0
10829,00:00.0,USD,VEB,1286,1286.01,00:00.0
10830,00:00.0,USD,ARS,3.6699,3.6697,00:00.0
10831,00:00.0,USD,AUD,1.7422,1.7416,00:00.0
10832,00:00.0,USD,BRL,2.831,2.8279,00:00.0
10833,00:00.0,USD,CAD,1.5219,1.5157,00:00.0
10834,00:00.0,USD,CNY,8.2871,8.287,00:00.0
10835,00:00.0,USD,EUR,1.0298,1.029,00:00.0
10836,00:00.0,USD,GBP,0.6683,0.668,00:00.0
10837,00:00.0,USD,JPY,121.37,121.34,00:00.0
10838,00:00.0,USD,MXN,9.9649,9.9629,00:00.0
10839,00:00.0,USD,SAR,3.7505,3.7483,00:00.0
10840,00:00.0,USD,VEB,1286,1286,00:00.0
10841,00:00.0,USD,ARS,3.6699,3.6701,00:00.0
10842,00:00.0,USD,AUD,1.7413,1.742,00:00.0
10843,00:00.0,USD,BRL,2.831,2.835,00:00.0
10844,00:00.0,USD,CAD,1.5219,1.5278,00:00.0
10845,00:00.0,USD,CNY,8.2871,8.2873,00:00.0
10846,00:00.0,USD,EUR,1.0319,1.0324,00:00.0
10847,00:00.0,USD,GBP,0.668,0.6687,00:00.0
10848,00:00.0,USD,JPY,121.39,121.427,00:00.0
10849,00:00.0,USD,MXN,9.9649,9.97,00:00.0
10850,00:00.0,USD,SAR,3.7505,3.7553,00:00.0
10851,00:00.0,USD,VEB,1286,1286.02,00:00.0
10852,00:00.0,USD,ARS,3.78,3.7789,00:00.0
10853,00:00.0,USD,AUD,1.7541,1.7536,00:00.0
10854,00:00.0,USD,BRL,2.777,2.77,00:00.0
10855,00:00.0,USD,CAD,1.5208,1.5178,00:00.0
10856,00:00.0,USD,CNY,8.287,8.286,00:00.0
10857,00:00.0,USD,EUR,1.0308,1.0307,00:00.0
10858,00:00.0,USD,GBP,0.6663,0.6663,00:00.0
10859,00:00.0,USD,JPY,121.88,121.871,00:00.0
10860,00:00.0,USD,MXN,9.8747,9.8689,00:00.0
10861,00:00.0,USD,SAR,3.7505,3.7464,00:00.0
10862,00:00.0,USD,VEB,1286,1285.93,00:00.0
10863,00:00.0,USD,ARS,3.87,3.8706,00:00.0
10864,00:00.0,USD,AUD,1.7499,1.7502,00:00.0
10865,00:00.0,USD,BRL,2.821,2.822,00:00.0
10866,00:00.0,USD,CAD,1.5154,1.5174,00:00.0
10867,00:00.0,USD,CNY,8.2871,8.2875,00:00.0
10868,00:00.0,USD,EUR,1.0213,1.0217,00:00.0
10869,00:00.0,USD,GBP,0.663,0.664,00:00.0
10870,00:00.0,USD,JPY,121.37,121.385,00:00.0
10871,00:00.0,USD,MXN,9.9276,9.928,00:00.0
10872,00:00.0,USD,SAR,3.7505,3.7543,00:00.0
10873,00:00.0,USD,VEB,1311,1311.0599,00:00.0
10874,00:00.0,USD,ARS,3.85,3.8496,00:00.0
10875,00:00.0,USD,AUD,1.7867,1.7866,00:00.0
10876,00:00.0,USD,BRL,2.855,2.8519,00:00.0
10877,00:00.0,USD,CAD,1.5196,1.5119,00:00.0
10878,00:00.0,USD,CNY,8.2872,8.2864,00:00.0
10879,00:00.0,USD,EUR,1.02,1.0195,00:00.0
10880,00:00.0,USD,GBP,0.6556,0.6546,00:00.0
10881,00:00.0,USD,JPY,120.06,119.971,00:00.0
10882,00:00.0,USD,MXN,9.9778,9.977,00:00.0
10883,00:00.0,USD,SAR,3.7505,3.744,00:00.0
10884,00:00.0,USD,VEB,1321,1320.98,00:00.0
10885,00:00.0,USD,ARS,3.81,3.8108,00:00.0
10886,00:00.0,USD,AUD,1.7728,1.7738,00:00.0
10887,00:00.0,USD,BRL,2.8239,2.831,00:00.0
10888,00:00.0,USD,CAD,1.5112,1.5169,00:00.0
10889,00:00.0,USD,CNY,8.2871,8.2873,00:00.0
10890,00:00.0,USD,EUR,1.0119,1.0127,00:00.0
10891,00:00.0,USD,GBP,0.654,0.6545,00:00.0
10892,00:00.0,USD,JPY,119.58,119.678,00:00.0
10893,00:00.0,USD,MXN,9.9664,9.971,00:00.0
10894,00:00.0,USD,SAR,3.7504,3.7507,00:00.0
10895,00:00.0,USD,VEB,1352,1352.0899,00:00.0
10896,00:00.0,USD,ARS,3.82,3.8199,00:00.0
10897,00:00.0,USD,AUD,1.7746,1.7743,00:00.0
10898,00:00.0,USD,BRL,2.826,2.8199,00:00.0
10899,00:00.0,USD,CAD,1.519,1.5167,00:00.0
10900,00:00.0,USD,CNY,8.2871,8.2864,00:00.0
10901,00:00.0,USD,EUR,1.0084,1.0083,00:00.0
10902,00:00.0,USD,GBP,0.6522,0.6512,00:00.0
10903,00:00.0,USD,JPY,119.49,119.408,00:00.0
10904,00:00.0,USD,MXN,9.955,9.9489,00:00.0
10905,00:00.0,USD,SAR,3.7504,3.7441,00:00.0
10906,00:00.0,USD,VEB,1381,1380.99,00:00.0
10907,00:00.0,USD,ARS,3.82,3.8209,00:00.0
10908,00:00.0,USD,AUD,1.7746,1.7755,00:00.0
10909,00:00.0,USD,BRL,2.826,2.833,00:00.0
10910,00:00.0,USD,CAD,1.5189,1.5262,00:00.0
10911,00:00.0,USD,CNY,8.2871,8.2881,00:00.0
10912,00:00.0,USD,EUR,1.0089,1.0098,00:00.0
10913,00:00.0,USD,GBP,0.6525,0.6526,00:00.0
10914,00:00.0,USD,JPY,119.58,119.605,00:00.0
10915,00:00.0,USD,MXN,9.955,9.9589,00:00.0
10916,00:00.0,USD,SAR,3.7504,3.7541,00:00.0
10917,00:00.0,USD,VEB,1381,1381.0999,00:00.0
10918,00:00.0,USD,ARS,3.82,3.8195,00:00.0
10919,00:00.0,USD,AUD,1.7726,1.7721,00:00.0
10920,00:00.0,USD,BRL,2.826,2.821,00:00.0
10921,00:00.0,USD,CAD,1.5189,1.5124,00:00.0
10922,00:00.0,USD,CNY,8.2871,8.2866,00:00.0
10923,00:00.0,USD,EUR,1.0087,1.0083,00:00.0
10924,00:00.0,USD,GBP,0.6523,0.6515,00:00.0
10925,00:00.0,USD,JPY,119.62,119.6059,00:00.0
10926,00:00.0,USD,MXN,9.955,9.9499,00:00.0
10927,00:00.0,USD,SAR,3.7504,3.7501,00:00.0
10928,00:00.0,USD,VEB,1381,1380.97,00:00.0
10929,00:00.0,USD,ARS,3.82,3.8201,00:00.0
10930,00:00.0,USD,AUD,1.7794,1.7802,00:00.0
10931,00:00.0,USD,BRL,2.898,2.902,00:00.0
10932,00:00.0,USD,CAD,1.5165,1.5172,00:00.0
10933,00:00.0,USD,CNY,8.287,8.2876,00:00.0
10934,00:00.0,USD,EUR,1.0091,1.0092,00:00.0
10935,00:00.0,USD,GBP,0.6523,0.6533,00:00.0
10936,00:00.0,USD,JPY,119.67,119.69,00:00.0
10937,00:00.0,USD,MXN,10.003,10.005,00:00.0
10938,00:00.0,USD,SAR,3.7503,3.7593,00:00.0
10939,00:00.0,USD,VEB,1381,1381.02,00:00.0
10940,00:00.0,USD,ARS,3.6299,3.6297,00:00.0
10941,00:00.0,USD,AUD,1.774,1.7735,00:00.0
10942,00:00.0,USD,BRL,2.895,2.8879,00:00.0
10943,00:00.0,USD,CAD,1.5274,1.5267,00:00.0
10944,00:00.0,USD,CNY,8.287,8.2867,00:00.0
10945,00:00.0,USD,EUR,1.0139,1.0136,00:00.0
10946,00:00.0,USD,GBP,0.6512,0.6505,00:00.0
10947,00:00.0,USD,JPY,119.95,119.872,00:00.0
10948,00:00.0,USD,MXN,9.9957,9.992,00:00.0
10949,00:00.0,USD,SAR,3.7503,3.7441,00:00.0
10950,00:00.0,USD,VEB,1326.25,1326.18,00:00.0
10951,00:00.0,USD,ARS,3.58,3.58,00:00.0
10952,00:00.0,USD,AUD,1.7856,1.7864,00:00.0
10953,00:00.0,USD,BRL,2.8599,2.8679,00:00.0
10954,00:00.0,USD,CAD,1.5321,1.5366,00:00.0
10955,00:00.0,USD,CNY,8.2867,8.2874,00:00.0
10956,00:00.0,USD,EUR,1.02,1.0203,00:00.0
10957,00:00.0,USD,GBP,0.6546,0.6552,00:00.0
10958,00:00.0,USD,JPY,119.83,119.8379,00:00.0
10959,00:00.0,USD,MXN,9.9788,9.9879,00:00.0
10960,00:00.0,USD,SAR,3.7509,3.7541,00:00.0
10961,00:00.0,USD,VEB,1266,1266.03,00:00.0
10962,00:00.0,USD,ARS,3.58,3.5792,00:00.0
10963,00:00.0,USD,AUD,1.7991,1.7986,00:00.0
10964,00:00.0,USD,BRL,2.857,2.8559,00:00.0
10965,00:00.0,USD,CAD,1.5283,1.5227,00:00.0
10966,00:00.0,USD,CNY,8.2867,8.2861,00:00.0
10967,00:00.0,USD,EUR,1.0214,1.0207,00:00.0
10968,00:00.0,USD,GBP,0.655,0.6541,00:00.0
10969,00:00.0,USD,JPY,120.05,119.974,00:00.0
10970,00:00.0,USD,MXN,9.9807,9.9719,00:00.0
10971,00:00.0,USD,SAR,3.7507,3.7433,00:00.0
10972,00:00.0,USD,VEB,1296,1295.93,00:00.0
10973,00:00.0,USD,ARS,3.58,3.5808,00:00.0
10974,00:00.0,USD,AUD,1.7949,1.7949,00:00.0
10975,00:00.0,USD,BRL,2.9518,2.955,00:00.0
10976,00:00.0,USD,CAD,1.5226,1.5228,00:00.0
10977,00:00.0,USD,CNY,8.2866,8.2873,00:00.0
10978,00:00.0,USD,EUR,1.0273,1.0277,00:00.0
10979,00:00.0,USD,GBP,0.657,0.6571,00:00.0
10980,00:00.0,USD,JPY,120.41,120.479,00:00.0
10981,00:00.0,USD,MXN,9.9234,9.928,00:00.0
10982,00:00.0,USD,SAR,3.7505,3.7587,00:00.0
10983,00:00.0,USD,VEB,1296,1296.02,00:00.0
10984,00:00.0,USD,ARS,3.58,3.5792,00:00.0
10985,00:00.0,USD,AUD,1.7963,1.7954,00:00.0
10986,00:00.0,USD,BRL,2.9518,2.948,00:00.0
10987,00:00.0,USD,CAD,1.5244,1.5192,00:00.0
10988,00:00.0,USD,CNY,8.2866,8.2856,00:00.0
10989,00:00.0,USD,EUR,1.0274,1.0274,00:00.0
10990,00:00.0,USD,GBP,0.6574,0.6573,00:00.0
10991,00:00.0,USD,JPY,120.21,120.1119,00:00.0
10992,00:00.0,USD,MXN,9.8949,9.8859,00:00.0
10993,00:00.0,USD,SAR,3.7505,3.7477,00:00.0
10994,00:00.0,USD,VEB,1296,1295.97,00:00.0
10995,00:00.0,USD,ARS,3.58,3.58,00:00.0
10996,00:00.0,USD,AUD,1.7937,1.7938,00:00.0
10997,00:00.0,USD,BRL,2.9518,2.952,00:00.0
10998,00:00.0,USD,CAD,1.5244,1.531,00:00.0
10999,00:00.0,USD,CNY,8.2866,8.2874,00:00.0
11000,00:00.0,USD,EUR,1.0261,1.0266,00:00.0
11001,00:00.0,USD,GBP,0.657,0.6573,00:00.0
11002,00:00.0,USD,JPY,120.04,120.129,00:00.0
11003,00:00.0,USD,MXN,9.8949,9.9039,00:00.0
11004,00:00.0,USD,SAR,3.7505,3.7517,00:00.0
11005,00:00.0,USD,VEB,1296,1296.05,00:00.0
11006,00:00.0,USD,ARS,3.54,3.5398,00:00.0
11007,00:00.0,USD,AUD,1.7708,1.7707,00:00.0
11008,00:00.0,USD,BRL,2.862,2.8559,00:00.0
11009,00:00.0,USD,CAD,1.5238,1.52,00:00.0
11010,00:00.0,USD,CNY,8.2866,8.2863,00:00.0
11011,00:00.0,USD,EUR,1.0096,1.0086,00:00.0
11012,00:00.0,USD,GBP,0.6473,0.6471,00:00.0
11013,00:00.0,USD,JPY,118.4,118.313,00:00.0
11014,00:00.0,USD,MXN,9.9483,9.9429,00:00.0
11015,00:00.0,USD,SAR,3.7503,3.7441,00:00.0
11016,00:00.0,USD,VEB,1351,1350.96,00:00.0
11017,00:00.0,USD,ARS,3.54,3.54,00:00.0
11018,00:00.0,USD,AUD,1.7634,1.764,00:00.0
11019,00:00.0,USD,BRL,2.855,2.861,00:00.0
11020,00:00.0,USD,CAD,1.5121,1.5123,00:00.0
11021,00:00.0,USD,CNY,8.2866,8.2871,00:00.0
11022,00:00.0,USD,EUR,1.0065,1.0068,00:00.0
11023,00:00.0,USD,GBP,0.6457,0.6462,00:00.0
11024,00:00.0,USD,JPY,118.06,118.15,00:00.0
11025,00:00.0,USD,MXN,9.8713,9.874,00:00.0
11026,00:00.0,USD,SAR,3.7504,3.7576,00:00.0
11027,00:00.0,USD,VEB,1351,1351.0899,00:00.0
11028,00:00.0,USD,ARS,3.56,3.5596,00:00.0
11029,00:00.0,USD,AUD,1.7693,1.7684,00:00.0
11030,00:00.0,USD,BRL,2.85,2.849,00:00.0
11031,00:00.0,USD,CAD,1.5208,1.5125,00:00.0
11032,00:00.0,USD,CNY,8.2866,8.286,00:00.0
11033,00:00.0,USD,EUR,1.0119,1.0114,00:00.0
11034,00:00.0,USD,GBP,0.6462,0.6459,00:00.0
11035,00:00.0,USD,JPY,117.69,117.657,00:00.0
11036,00:00.0,USD,MXN,9.8552,9.851,00:00.0
11037,00:00.0,USD,SAR,3.7504,3.7479,00:00.0
11038,00:00.0,USD,VEB,1286,1285.98,00:00.0
11039,00:00.0,USD,ARS,3.58,3.5808,00:00.0
11040,00:00.0,USD,AUD,1.795,1.7956,00:00.0
11041,00:00.0,USD,BRL,2.794,2.8029,00:00.0
11042,00:00.0,USD,CAD,1.5256,1.5335,00:00.0
11043,00:00.0,USD,CNY,8.2867,8.2873,00:00.0
11044,00:00.0,USD,EUR,1.0114,1.012,00:00.0
11045,00:00.0,USD,GBP,0.6432,0.6442,00:00.0
11046,00:00.0,USD,JPY,116.98,117.041,00:00.0
11047,00:00.0,USD,MXN,9.7611,9.7669,00:00.0
11048,00:00.0,USD,SAR,3.7504,3.753,00:00.0
11049,00:00.0,USD,VEB,1306,1306.0699,00:00.0
11050,00:00.0,USD,ARS,3.58,3.5792,00:00.0
11051,00:00.0,USD,AUD,1.7888,1.7884,00:00.0
11052,00:00.0,USD,BRL,2.8813,2.8769,00:00.0
11053,00:00.0,USD,CAD,1.5343,1.5291,00:00.0
11054,00:00.0,USD,CNY,8.2866,8.2858,00:00.0
11055,00:00.0,USD,EUR,1.0095,1.0086,00:00.0
11056,00:00.0,USD,GBP,0.6439,0.6435,00:00.0
11057,00:00.0,USD,JPY,116.87,116.8349,00:00.0
11058,00:00.0,USD,MXN,9.7219,9.718,00:00.0
11059,00:00.0,USD,SAR,3.7504,3.7423,00:00.0
11060,00:00.0,USD,VEB,1287,1287,00:00.0
11061,00:00.0,USD,ARS,3.58,3.5802,00:00.0
11062,00:00.0,USD,AUD,1.7888,1.7889,00:00.0
11063,00:00.0,USD,BRL,2.8813,2.8849,00:00.0
11064,00:00.0,USD,CAD,1.5343,1.5397,00:00.0
11065,00:00.0,USD,CNY,8.2866,8.2873,00:00.0
11066,00:00.0,USD,EUR,1.0087,1.0095,00:00.0
11067,00:00.0,USD,GBP,0.6439,0.644,00:00.0
11068,00:00.0,USD,JPY,116.91,116.9659,00:00.0
11069,00:00.0,USD,MXN,9.7219,9.7289,00:00.0
11070,00:00.0,USD,SAR,3.7504,3.7522,00:00.0
11071,00:00.0,USD,VEB,1287,1287.02,00:00.0
11072,00:00.0,USD,ARS,3.58,3.579,00:00.0
11073,00:00.0,USD,AUD,1.7902,1.7897,00:00.0
11074,00:00.0,USD,BRL,2.8813,2.875,00:00.0
11075,00:00.0,USD,CAD,1.5343,1.5306,00:00.0
11076,00:00.0,USD,CNY,8.2866,8.2866,00:00.0
11077,00:00.0,USD,EUR,1.0085,1.0084,00:00.0
11078,00:00.0,USD,GBP,0.6438,0.6438,00:00.0
11079,00:00.0,USD,JPY,116.89,116.849,00:00.0
11080,00:00.0,USD,MXN,9.7219,9.7129,00:00.0
11081,00:00.0,USD,SAR,3.7504,3.7439,00:00.0
11082,00:00.0,USD,VEB,1287,1286.93,00:00.0
11083,00:00.0,USD,ARS,3.6,3.6006,00:00.0
11084,00:00.0,USD,AUD,1.7858,1.7863,00:00.0
11085,00:00.0,USD,BRL,2.855,2.858,00:00.0
11086,00:00.0,USD,CAD,1.5391,1.5457,00:00.0
11087,00:00.0,USD,CNY,8.2867,8.2871,00:00.0
11088,00:00.0,USD,EUR,0.9966,0.9968,00:00.0
11089,00:00.0,USD,GBP,0.6373,0.6377,00:00.0
11090,00:00.0,USD,JPY,116.43,116.491,00:00.0
11091,00:00.0,USD,MXN,9.7719,9.7739,00:00.0
11092,00:00.0,USD,SAR,3.7507,3.7551,00:00.0
11093,00:00.0,USD,VEB,1301,1301.01,00:00.0
11094,00:00.0,USD,ARS,3.55,3.5499,00:00.0
11095,00:00.0,USD,AUD,1.7955,1.7947,00:00.0
11096,00:00.0,USD,BRL,2.875,2.871,00:00.0
11097,00:00.0,USD,CAD,1.5394,1.5376,00:00.0
11098,00:00.0,USD,CNY,8.287,8.2868,00:00.0
11099,00:00.0,USD,EUR,0.9883,0.9882,00:00.0
11100,00:00.0,USD,GBP,0.6346,0.6337,00:00.0
11101,00:00.0,USD,JPY,115.95,115.88,00:00.0
11102,00:00.0,USD,MXN,9.6973,9.6929,00:00.0
11103,00:00.0,USD,SAR,3.7507,3.7492,00:00.0
11104,00:00.0,USD,VEB,1316,1315.93,00:00.0
11105,00:00.0,USD,ARS,3.54,3.5409,00:00.0
11106,00:00.0,USD,AUD,1.8146,1.8152,00:00.0
11107,00:00.0,USD,BRL,2.8969,2.899,00:00.0
11108,00:00.0,USD,CAD,1.5399,1.5417,00:00.0
11109,00:00.0,USD,CNY,8.2868,8.2873,00:00.0
11110,00:00.0,USD,EUR,0.993,0.9939,00:00.0
11111,00:00.0,USD,GBP,0.6366,0.6368,00:00.0
11112,00:00.0,USD,JPY,116.35,116.384,00:00.0
11113,00:00.0,USD,MXN,9.7055,9.7129,00:00.0
11114,00:00.0,USD,SAR,3.7507,3.7568,00:00.0
11115,00:00.0,USD,VEB,1316,1316.03,00:00.0
11116,00:00.0,USD,ARS,3.56,3.5594,00:00.0
11117,00:00.0,USD,AUD,1.8057,1.8052,00:00.0
11118,00:00.0,USD,BRL,2.851,2.8439,00:00.0
11119,00:00.0,USD,CAD,1.5457,1.5403,00:00.0
11120,00:00.0,USD,CNY,8.2867,8.2866,00:00.0
11121,00:00.0,USD,EUR,0.9889,0.9883,00:00.0
11122,00:00.0,USD,GBP,0.6357,0.6347,00:00.0
11123,00:00.0,USD,JPY,116.59,116.535,00:00.0
11124,00:00.0,USD,MXN,9.6926,9.6899,00:00.0
11125,00:00.0,USD,SAR,3.7509,3.7433,00:00.0
11126,00:00.0,USD,VEB,1310,1309.98,00:00.0
11127,00:00.0,USD,ARS,3.56,3.5602,00:00.0
11128,00:00.0,USD,AUD,1.7966,1.7968,00:00.0
11129,00:00.0,USD,BRL,2.9354,2.9369,00:00.0
11130,00:00.0,USD,CAD,1.5434,1.5494,00:00.0
11131,00:00.0,USD,CNY,8.2868,8.2876,00:00.0
11132,00:00.0,USD,EUR,0.9882,0.989,00:00.0
11133,00:00.0,USD,GBP,0.6341,0.6346,00:00.0
11134,00:00.0,USD,JPY,115.89,115.98,00:00.0
11135,00:00.0,USD,MXN,9.7018,9.707,00:00.0
11136,00:00.0,USD,SAR,3.7504,3.7513,00:00.0
11137,00:00.0,USD,VEB,1252,1252.0699,00:00.0
11138,00:00.0,USD,ARS,3.56,3.5598,00:00.0
11139,00:00.0,USD,AUD,1.7972,1.7966,00:00.0
11140,00:00.0,USD,BRL,2.9354,2.9289,00:00.0
11141,00:00.0,USD,CAD,1.5432,1.5386,00:00.0
11142,00:00.0,USD,CNY,8.2868,8.2868,00:00.0
11143,00:00.0,USD,EUR,0.9878,0.9877,00:00.0
11144,00:00.0,USD,GBP,0.6331,0.6329,00:00.0
11145,00:00.0,USD,JPY,115.86,115.806,00:00.0
11146,00:00.0,USD,MXN,9.7149,9.711,00:00.0
11147,00:00.0,USD,SAR,3.7504,3.7431,00:00.0
11148,00:00.0,USD,VEB,1252,1251.93,00:00.0
11149,00:00.0,USD,ARS,3.56,3.5606,00:00.0
11150,00:00.0,USD,AUD,1.7976,1.7979,00:00.0
11151,00:00.0,USD,BRL,2.9354,2.938,00:00.0
11152,00:00.0,USD,CAD,1.5431,1.5485,00:00.0
11153,00:00.0,USD,CNY,8.2868,8.2871,00:00.0
11154,00:00.0,USD,EUR,0.9879,0.9883,00:00.0
11155,00:00.0,USD,GBP,0.6341,0.6349,00:00.0
11156,00:00.0,USD,JPY,115.85,115.92,00:00.0
11157,00:00.0,USD,MXN,9.7149,9.7189,00:00.0
11158,00:00.0,USD,SAR,3.7504,3.7551,00:00.0
11159,00:00.0,USD,VEB,1252,1252.0899,00:00.0
11160,00:00.0,USD,ARS,3.56,3.5598,00:00.0
11161,00:00.0,USD,AUD,1.8262,1.8259,00:00.0
11162,00:00.0,USD,BRL,2.9462,2.9409,00:00.0
11163,00:00.0,USD,CAD,1.5649,1.5625,00:00.0
11164,00:00.0,USD,CNY,8.287,8.2865,00:00.0
11165,00:00.0,USD,EUR,0.9915,0.9913,00:00.0
11166,00:00.0,USD,GBP,0.6331,0.6331,00:00.0
11167,00:00.0,USD,JPY,116.23,116.153,00:00.0
